OPEID,INSTNM,CITY,STABBR,ZIP,SCH_DEG,PREDDEG,HIGHDEG,ST_FIPS,REGION,HBCU,PBI,MENONLY,WOMENONLY,ADM_RATE,ADM_RATE_ALL,UGDS_MEN,UGDS_WOMEN,COMP_ORIG_YR8_RT,OMAWDP8_ALL_POOLED_SUPP,OMAWDP8_PELL_ALL_POOLED_SUPP,C150_4_POOLED_SUPP,C150_L4_POOLED_SUPP,C150_4_PELL_POOLED_SUPP,C150_L4_PELL_POOLED_SUPP,COSTT4_A
00100200,Alabama A & M University,Normal,AL,35762,3,3,4,1,5,1,0,0,0,0.684,0.68395643875603,0.4055,0.5945,0.287313432836,0.3209,0.3019,0.2738,NA,0.2626,NA,23167
00105200,University of Alabama at Birmingham,Birmingham,AL,35294-0110,3,3,4,1,5,0,0,0,0,0.8668,0.86679400824369,0.3752,0.6248,0.543642885612,0.5767,0.5372,0.6353,NA,0.5381,NA,26257
00105500,University of Alabama in Huntsville,Huntsville,AL,35899,3,3,4,1,5,0,0,0,0,0.781,0.78104282386669,0.5981,0.4019,0.493528904228,0.5821,0.5133,0.6192,NA,0.49,NA,25777
00100500,Alabama State University,Montgomery,AL,36104-0271,3,3,4,1,5,1,0,0,0,0.966,0.9659783093151,0.3595,0.6405,0.278166772756,0.3361,0.3153,0.2806,NA,0.2647,NA,21900
00105100,The University of Alabama,Tuscaloosa,AL,35487-0100,3,3,4,1,5,0,0,0,0,0.8006,0.80059920106524,0.4399,0.5601,0.585387718512,0.6984,0.5785,0.725,NA,0.5674,NA,31024
00100700,Central Alabama Community College,Alexander City,AL,35010,2,1,2,1,5,0,0,0,0,NA,NA,0.3925,0.6075,0.064308681672,0.2571,0.2144,NA,0.2177,NA,0.1658,14041
00831000,Auburn University at Montgomery,Montgomery,AL,36117-3596,3,3,4,1,5,0,1,0,0,0.9223,0.92227074235807,0.3245,0.6755,0.320604614161,0.3757,0.3123,0.3577,NA,0.3282,NA,19771
00100900,Auburn University,Auburn,AL,36849,3,3,4,1,5,0,0,0,0,0.4374,0.43744118355109,0.4991,0.5009,0.716221033868,0.7807,0.6776,0.8082,NA,0.6835,NA,33650
00101200,Birmingham-Southern College,Birmingham,AL,35254,3,3,3,1,5,0,0,0,0,0.5717,0.57171248757866,0.5248,0.4752,0.545454545455,0.7013,0.5212,0.6762,NA,0.5795,NA,35495
01218200,Chattahoochee Valley Community College,Phenix City,AL,36869,2,1,2,1,5,0,1,0,0,NA,NA,0.307,0.693,0.150969529086,0.2044,0.1786,NA,0.2021,NA,0.1607,9320
01303906,South University-Montgomery,Montgomery,AL,36116,3,2,4,1,5,0,0,0,0,NA,NA,0.1333,0.8667,0.114476356252,0.2491,0.196,0.1,NA,0.0789,NA,32195
00101500,Enterprise State Community College,Enterprise,AL,36330-1300,2,2,2,1,5,0,0,0,0,NA,NA,0.507,0.493,0.082146768894,0.1887,0.175,NA,0.2944,NA,0.2603,9452
00106000,Coastal Alabama Community College,Bay Minette,AL,36507-2698,2,2,2,1,5,0,0,0,0,NA,NA,0.3493,0.6507,0.121298949379,0.237,0.2089,NA,0.2384,NA,0.2106,14446
00100300,Faulkner University,Montgomery,AL,36109-3390,3,3,4,1,5,0,1,0,0,0.8241,0.82407407407407,0.4398,0.5602,0.311491935484,0.4967,0.481,0.2595,NA,0.1697,NA,36169
00101700,Gadsden State Community College,Gadsden,AL,35903,1,1,2,1,5,1,0,0,0,NA,NA,0.3529,0.6471,0.163274144651,0.2596,0.2199,NA,0.2612,NA,0.2804,10613
00101800,George C Wallace Community College-Dothan,Dothan,AL,36303-9234,2,1,2,1,5,0,0,0,0,NA,NA,0.2819,0.7181,0.209968847352,0.3342,0.276,NA,0.2779,NA,0.1856,8592
00787100,George C Wallace State Community College-Hanceville,Hanceville,AL,35077-2000,2,1,2,1,5,0,0,0,0,NA,NA,0.3266,0.6734,0.249550089982,0.4087,0.3592,NA,0.4498,NA,0.3856,15488
00569900,George C Wallace State Community College-Selma,Selma,AL,36702-2808,2,2,2,1,5,0,1,0,0,NA,NA,0.3423,0.6577,0.16,0.2837,0.3102,NA,0.3584,NA,0.3511,9195
00962107,Herzing University-Birmingham,Birmingham,AL,35209,2,1,4,1,5,0,0,0,0,0.9412,0.94232105628908,0.2193,0.7807,0.318280151433,0.4519,0.3093,0.3636,NA,0.2388,NA,28152
00101900,Huntingdon College,Montgomery,AL,36106-2148,3,3,3,1,5,0,0,0,0,0.6595,0.65954139137193,0.5593,0.4407,0.433862433862,0.555,0.5639,0.4735,NA,0.4502,NA,39717
02199700,Heritage Christian University,Florence,AL,35630-9977,3,3,4,1,5,0,0,0,0,1,1,0.9167,0.0833,PS,0.3571,0.3226,PS,NA,PS,NA,17810
00526000,J. F. Drake State Community and Technical College,Huntsville,AL,35811,1,1,2,1,5,1,0,0,0,NA,NA,0.384,0.616,0.041516245487,0.2093,0.1769,NA,0.1284,NA,0.125,12078
03002500,J F Ingram State Technical College,Deatsville,AL,36022,1,1,1,1,5,0,0,0,0,NA,NA,0.8737,0.1263,PS,0.6601,NA,NA,0.1609,NA,0.2375,6084
00102000,Jacksonville State University,Jacksonville,AL,36265,3,3,4,1,5,0,0,0,0,0.7846,0.78464598249801,0.4029,0.5971,0.432564982835,0.519,0.4449,0.511,NA,0.4192,NA,22153
00102200,Jefferson State Community College,Birmingham,AL,35215-3098,2,2,2,1,5,0,0,0,0,NA,NA,0.3551,0.6449,0.161122661123,0.1909,0.1766,NA,0.2148,NA,0.1982,14677
00101300,John C Calhoun State Community College,Tanner,AL,35671,2,1,2,1,5,0,0,0,0,NA,NA,0.434,0.566,0.144543622229,0.2449,0.1997,NA,0.341,NA,0.263,11532
00105900,Lawson State Community College,Birmingham,AL,35221-1717,1,1,2,1,5,1,0,0,0,NA,NA,0.3414,0.6586,0.126735063368,0.2164,0.1932,NA,0.2378,NA,0.2097,14471
00102400,University of West Alabama,Livingston,AL,35470,3,3,4,1,5,0,1,0,0,0.6886,0.68859789204726,0.2991,0.7009,0.28825136612,0.3823,0.3252,0.3882,NA,0.3604,NA,22456
00898800,Lurleen B Wallace Community College,Andalusia,AL,36420-1224,2,2,2,1,5,0,0,0,0,NA,NA,0.3699,0.6301,0.224111282844,0.3849,0.3552,NA,0.335,NA,0.297,10125
00102600,Marion Military Institute,Marion,AL,36756-3207,2,2,2,1,5,0,0,0,0,0.627,0.62700964630225,0.725,0.275,0.313043478261,0.3482,0.3884,NA,0.3038,NA,0.2935,18368
00102800,Miles College,Fairfield,AL,35064-2621,3,3,3,1,5,1,0,0,0,NA,NA,0.4527,0.5473,0.206095791001,0.294,0.2743,0.2515,NA,0.2395,NA,22653
00102900,University of Mobile,Mobile,AL,36613-2842,3,3,4,1,5,0,0,0,0,0.8408,0.84082840236686,0.3691,0.6309,0.205357142857,0.4731,0.3959,0.4892,NA,0.4722,NA,37908
00100400,University of Montevallo,Montevallo,AL,35115-6000,3,3,4,1,5,0,0,0,0,0.5984,0.59835045129162,0.3684,0.6316,0.457236842105,0.5593,0.5172,0.5318,NA,0.4947,NA,26185
00569700,Northwest Shoals Community College,Muscle Shoals,AL,35661,2,1,2,1,5,0,0,0,0,NA,NA,0.3781,0.6219,0.075416968818,0.2757,0.2389,NA,0.2639,NA,0.208,10919
00101600,University of North Alabama,Florence,AL,35632-0001,3,3,4,1,5,0,0,0,0,0.9568,0.95684709403841,0.3706,0.6294,0.452065471551,0.5201,0.4585,0.5176,NA,0.4035,NA,21621
00103100,Northeast Alabama Community College,Rainsville,AL,35986,1,1,2,1,5,0,0,0,0,NA,NA,0.3502,0.6498,0.235507246377,0.3509,0.3122,NA,0.4769,NA,0.4303,9660
00103300,Oakwood University,Huntsville,AL,35896,3,3,4,1,5,1,0,0,0,0.6805,0.6804979253112,0.4267,0.5733,0.144,0.5176,0.4555,0.478,NA,0.3728,NA,38377
00569200,Reid State Technical College,Evergreen,AL,36401,1,1,2,1,5,0,0,0,0,NA,NA,0.3986,0.6014,0.181506849315,0.4481,0.4099,NA,0.343,NA,0.3465,11482
00103000,Bishop State Community College,Mobile,AL,36603-5898,1,1,2,1,5,1,0,0,0,NA,NA,0.3376,0.6624,0.095545134818,0.2172,0.1761,NA,0.2492,NA,0.1536,11616
00103600,Samford University,Birmingham,AL,35229-2240,3,3,4,1,5,0,0,0,0,0.8326,0.83260318192298,0.3225,0.6775,0.662436548223,0.7326,0.6473,0.7832,NA,0.6897,NA,52514
00569100,Shelton State Community College,Tuscaloosa,AL,35405-8522,2,2,2,1,5,1,0,0,0,NA,NA,0.4166,0.5834,0.125073746313,0.2157,0.1807,NA,0.2511,NA,0.2234,15065
00103800,Snead State Community College,Boaz,AL,35957-0734,2,2,2,1,5,0,0,0,0,NA,NA,0.3501,0.6499,0.212276214834,0.3435,0.313,NA,0.4269,NA,0.3847,12800
00105700,University of South Alabama,Mobile,AL,36688-0002,3,3,4,1,5,0,0,0,0,0.6536,0.65362549800796,0.3876,0.61240000000000006,0.431518430842,0.4868,0.4247,0.4754,NA,0.433,NA,22667
00104100,Spring Hill College,Mobile,AL,36608-1780,3,3,4,1,5,0,0,0,0,0.7263,0.72634146341463,0.4303,0.5697,0.038834951456,0.5592,0.481,0.5888,NA,0.4515,NA,35488
00104400,Stillman College,Tuscaloosa,AL,35401,3,3,3,1,5,1,0,0,0,0.6454,0.64544946957007,0.4457,0.5543,0.268292682927,0.2255,0.2863,0.1821,NA,0.132,NA,25678
00104600,Talladega College,Talladega,AL,35160,3,3,4,1,5,1,0,0,0,NA,NA,0.5204,0.4796,0.178743961353,0.2919,0.3327,0.285,NA,0.2969,NA,22267
00573400,H Councill Trenholm State Community College,Montgomery,AL,36108-3199,1,2,2,1,5,1,0,0,0,NA,NA,0.3827,0.6173,0.074850299401,0.4125,0.3139,NA,0.2144,NA,0.2598,12688
00104700,Troy University,Troy,AL,36082-0001,3,3,4,1,5,0,0,0,0,0.9484,0.94840085287846,0.3534,0.6466,0.297080454647,0.397,0.3434,0.4856,NA,0.4015,NA,22005
00105000,Tuskegee University,Tuskegee,AL,36088-1920,3,3,4,1,5,1,0,0,0,0.2969,0.29685294361869,0.3814,0.6186,0.488676996424,0.5559,0.5444,0.6237,NA,0.8,NA,41924
00573300,Bevill State Community College,Jasper,AL,35501,2,1,2,1,5,0,0,0,0,NA,NA,0.3587,0.6413,0.174764321972,0.2938,0.2345,NA,0.3648,NA,0.3054,15002
01146200,University of Alaska Anchorage,Anchorage,AK,99508,3,3,4,2,8,0,0,0,0,0.6532,0.65318352059925,0.3975,0.6025,0.24130006566,0.327,0.2506,0.3021,NA,0.2301,NA,23461
00884300,Alaska Bible College,Palmer,AK,99645,3,3,3,2,8,0,0,0,0,NA,NA,0.6452,0.3548,PS,0.3924,PS,PS,NA,PS,NA,19679
00106300,University of Alaska Fairbanks,Fairbanks,AK,99775,3,3,4,2,8,0,0,0,0,NA,NA,0.4012,0.5988,0.263038548753,0.3659,0.3234,0.3848,NA,0.2663,NA,19814
00106500,University of Alaska Southeast,Juneau,AK,99801-8697,3,1,4,2,8,0,0,0,0,0.6266,0.62660944206008,0.333,0.667,0.270886075949,0.3536,0.2788,0.2775,NA,0.1196,NA,17471
00106100,Alaska Pacific University,Anchorage,AK,99508,3,3,4,2,8,0,0,0,0,0.9931,0.99308755760368,0.1772,0.8228,0.44578313253,0.485,0.5714,0.2917,NA,0.2,NA,36422
02576900,Charter College,Anchorage,AK,99508-4103,1,1,3,2,8,0,0,0,0,NA,NA,0.2726,0.7274,0.529690346084,0.4944,0.4908,0.5281,NA,0.5046,NA,30947
00108100,Arizona State University Campus Immersion,Tempe,AZ,85287,3,3,4,4,6,0,0,0,0,0.8975,0.86994418038413,0.5093,0.4907,0.619562911097,0.6787,0.628,0.6646,NA,0.5965,NA,26937
00107100,Arizona Western College,Yuma,AZ,85365-8834,1,2,2,4,6,0,0,0,0,NA,NA,0.4028,0.5972,0.121512481645,0.2264,0.2154,NA,0.2217,NA,0.2048,15695
00108300,University of Arizona,Tucson,AZ,85721-0066,3,3,4,4,6,0,0,0,0,0.8676,0.86759708970839,0.4412,0.5588,0.582653570834,0.642,0.577,0.66,NA,0.5763,NA,27682
00728300,Central Arizona College,Coolidge,AZ,85128-9030,1,1,2,4,6,0,0,0,0,NA,NA,0.3841,0.6159,0.11867219917,0.1183,0.1485,NA,0.1872,NA,0.1516,11627
00107200,Cochise County Community College District,Sierra Vista,AZ,85635-2317,2,2,2,4,6,0,0,0,0,NA,NA,0.4525,0.5475,0.164867517174,0.2256,0.326,NA,0.2791,NA,0.2204,12971
00107300,Eastern Arizona College,Thatcher,AZ,85552-0769,1,1,2,4,6,0,0,0,0,NA,NA,0.4018,0.5982,0.124444444444,0.2645,0.2466,NA,0.4542,NA,0.202,15230
00147902,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,3,3,4,4,6,0,0,0,0,0.68,0.64585818422796,0.7258,0.2742,0.437657204456,0.6525,0.6042,0.7027,NA,0.6691,NA,58036
00107600,Glendale Community College,Glendale,AZ,85302,1,1,2,4,6,0,0,0,0,NA,NA,0.4402,0.5598,0.032890365449,0.2057,0.2143,NA,0.1314,NA,0.1294,16231
00107400,Grand Canyon University,Phoenix,AZ,85017,3,3,4,4,6,0,0,0,0,0.7787,0.77866502866502,0.299,0.701,0.343259117607,0.4637,0.3508,0.4489,NA,0.3931,NA,31440
00830300,GateWay Community College,Phoenix,AZ,85034,1,1,2,4,6,0,0,0,0,NA,NA,0.3389,0.6611,0.107952021324,0.2258,0.2574,NA,0.2384,NA,0.2393,17711
00107700,Mesa Community College,Mesa,AZ,85202,2,1,2,4,6,0,0,0,0,NA,NA,0.4605,0.5395,0.027444253859,0.172,0.1953,NA,0.138,NA,0.1299,17128
01186400,Mohave Community College,Kingman,AZ,86409-1238,2,1,2,4,6,0,0,0,0,NA,NA,0.3074,0.6926,0.1834625323,0.1821,0.2309,NA,0.2482,NA,0.2647,11230
00824600,Dine College,Tsaile,AZ,86556,2,2,3,4,6,0,0,0,0,NA,NA,0.2432,0.7568,0.094005449591,0.1459,0.1493,0.1238,NA,0.1202,NA,14048
00108200,Northern Arizona University,Flagstaff,AZ,86011-4092,3,3,4,4,6,0,0,0,0,0.79990000000000006,0.7999331178241,0.368,0.632,0.551516258677,0.6073,0.5725,0.5906,NA,0.5094,NA,28648
01186200,Northland Pioneer College,Holbrook,AZ,86025-0610,1,1,2,4,6,0,0,0,0,NA,NA,0.2865,0.7135,0.021959459459,0.3407,0.3363,NA,0.1389,NA,0.1731,15097
00107800,Phoenix College,Phoenix,AZ,85013,2,1,2,4,6,0,0,0,0,NA,NA,0.342,0.658,0.047777210015,0.2009,0.2188,NA,0.1295,NA,0.1285,16957
00726600,Pima Community College,Tucson,AZ,85709-1275,1,1,2,4,6,0,0,0,0,NA,NA,0.43,0.57,0.152019304039,0.1798,0.2175,NA,0.1785,NA,0.1598,8742
02065300,Prescott College,Prescott,AZ,86301,3,3,4,4,6,0,0,0,0,0.9838,0.98378378378378,0.361,0.639,0.322751322751,0.5684,0.5754,0.4878,NA,0.4571,NA,45439
02177500,Rio Salado College,Tempe,AZ,85281,1,1,2,4,6,0,0,0,0,NA,NA,0.3633,0.6367,0.016638176638,0.1929,0.1007,NA,0.0934,NA,0.0889,11938
00830400,Scottsdale Community College,Scottsdale,AZ,85256,2,2,2,4,6,0,0,0,0,NA,NA,0.44,0.56,0.040315512708,0.1917,0.2576,NA,0.197,NA,0.1741,18529
02146600,South Mountain Community College,Phoenix,AZ,85042,2,1,2,4,6,0,0,0,0,NA,NA,0.4279,0.5721,0.024038461538,0.1485,0.1861,NA,0.1658,NA,0.1458,16406
00711300,Arizona Christian University,Glendale,AZ,85306-3216,3,3,3,4,6,0,0,0,0,0.7014,0.70136778115501,0.6128,0.3872,0.347305389222,0.4402,0.439,0.4072,NA,0.2673,NA,47865
00107900,Yavapai College,Prescott,AZ,86301,1,1,2,4,6,0,0,0,0,NA,NA,0.4152,0.5848,0.197660098522,0.2666,0.269,NA,0.3619,NA,0.2989,12681
00110100,University of Arkansas at Little Rock,Little Rock,AR,72204,3,3,4,5,5,0,0,0,0,0.6146,0.61463004484304,0.3657,0.6343,0.321818976826,0.4234,0.3705,0.4087,NA,0.3356,NA,21300
00108700,Arkansas Baptist College,Little Rock,AR,72202-6068,2,3,3,5,5,1,0,0,0,NA,NA,0.7666,0.2334,0.047197640118,0.1188,0.1251,0.0879,NA,0.0881,NA,22715
00108800,Lyon College,Batesville,AR,72501,3,3,3,5,5,0,0,0,0,0.5984,0.59840810419681,0.5951,0.4049,0.465240641711,0.486,0.5,0.4203,NA,0.3495,NA,44749
00110800,University of Arkansas,Fayetteville,AR,72701,3,3,4,5,5,0,0,0,0,0.7893,0.7893130935581,0.4404,0.5596,0.541938724259,0.6642,0.5378,0.6943,NA,0.5467,NA,24611
00108600,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,3,3,4,5,5,1,0,0,0,0.6933,0.69328233325364,0.4343,0.5657,0.283125707814,0.4031,0.3797,0.4096,NA,0.3756,NA,19968
00109100,Arkansas State University-Beebe,Beebe,AR,72012-1000,1,2,2,5,5,0,0,0,0,NA,NA,0.3652,0.6348,0.268361581921,0.378,0.3583,NA,0.387,NA,0.3791,15851
00109000,Arkansas State University,Jonesboro,AR,72401,3,3,4,5,5,0,0,0,0,0.6951,0.69511993382961,0.3765,0.6235,0.378532772099,0.5543,0.4878,0.5331,NA,0.449,NA,21176
00108900,Arkansas Tech University,Russellville,AR,72801-2222,3,2,4,5,5,0,0,0,0,0.9439,0.94394307532106,0.4286,0.5714,0.432554634514,0.4831,0.4401,0.4728,NA,0.3923,NA,20919
00108500,University of Arkansas at Monticello,Monticello,AR,71656,1,1,4,5,5,0,0,0,0,NA,NA,0.4079,0.5921,0.224521072797,0.3693,0.3215,0.3577,NA,0.2886,NA,19068
02052200,Black River Technical College,Pocahontas,AR,72455,1,1,2,5,5,0,0,0,0,NA,NA,0.349,0.651,0.207692307692,0.4928,0.474,NA,0.3245,NA,0.2274,13691
00109200,University of Central Arkansas,Conway,AR,72035-0001,3,3,4,5,5,0,0,0,0,0.9121,0.91214351425942,0.3825,0.6175,0.388127853881,0.467,0.3693,0.4973,NA,0.4022,NA,23167
00109300,Central Baptist College,Conway,AR,72034,3,3,3,5,5,0,0,0,0,0.6394,0.63940520446096,0.5706,0.4294,0.18315018315,0.4137,0.3647,0.3906,NA,0.2353,NA,28293
02220900,Cossatot Community College of the University of Arkansas,De Queen,AR,71832,1,1,2,5,5,0,0,0,0,NA,NA,0.3169,0.6831,0.297142857143,0.259,0.3455,NA,0.4588,NA,0.476,11376
00109500,Crowley's Ridge College,Paragould,AR,72450,3,3,3,5,5,0,0,0,0,NA,NA,0.538,0.462,0.298850574713,0.3448,0.3125,0.2794,NA,0.2308,NA,23894
01226000,East Arkansas Community College,Forrest City,AR,72335-2204,1,1,2,5,5,0,0,0,0,NA,NA,0.2871,0.7129,0.222664015905,0.3096,0.2424,NA,0.4073,NA,0.2969,13976
01210500,National Park College,Hot Springs,AR,71913,2,1,2,5,5,0,0,0,0,NA,NA,0.393,0.607,0.194331983806,0.2919,0.269,NA,0.2582,NA,0.2485,13759
02073500,University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,1,1,2,5,5,0,0,0,0,NA,NA,0.3055,0.6945,0.25468164794,0.5086,0.4845,NA,0.5873,NA,0.5,14375
00109700,Harding University,Searcy,AR,72149-5615,3,3,4,5,5,0,0,0,0,0.4512,0.45119787045252,0.4425,0.5575,0.529320987654,0.6818,0.5964,0.6833,NA,0.5287,NA,34168
00109800,Henderson State University,Arkadelphia,AR,71999-0001,3,3,4,5,5,0,0,0,0,0.7066,0.70660980810234,0.4761,0.5239,0.321141837645,0.3911,0.3421,0.382,NA,0.319,NA,26032
00109900,Hendrix College,Conway,AR,72032-3080,3,3,4,5,5,0,0,0,0,0.6028,0.60278490289483,0.4916,0.5084,0.64347826087,0.688,0.5439,0.7085,NA,0.6667,NA,49928
00110000,John Brown University,Siloam Springs,AR,72761,3,3,4,5,5,0,0,0,0,0.5664,0.56644295302013,0.4092,0.5908,0.617475728155,0.6902,0.6522,0.7078,NA,0.6293,NA,42128
02348200,Arkansas State University Mid-South,West Memphis,AR,72301-3829,1,1,2,5,5,0,1,0,0,NA,NA,0.3516,0.6484,0.10237388724,0.1939,0.1801,NA,0.3744,NA,0.3526,15906
01286000,Arkansas Northeastern College,Blytheville,AR,72316-1109,1,1,2,5,5,0,0,0,0,NA,NA,0.3249,0.6751,0.177280550775,0.3533,0.3296,NA,0.3691,NA,0.3312,10453
01226100,North Arkansas College,Harrison,AR,72601-5508,1,1,2,5,5,0,0,0,0,NA,NA,0.3988,0.6012,0.280566280566,0.3847,0.3726,NA,0.3007,NA,0.2459,13786
02073700,Northwest Technical Institute,Springdale,AR,72764,1,1,1,5,5,0,0,0,0,NA,NA,0.7264,0.2736,0.342465753425,NA,NA,NA,0.6692,NA,0.5714,11129
00110200,Ouachita Baptist University,Arkadelphia,AR,71998-0001,3,3,4,5,5,0,0,0,0,0.7232,0.72321861366941,0.4247,0.5753,0.597058823529,0.6106,0.4629,0.6592,NA,0.5236,NA,43878
00997600,Arkansas State University Three Rivers,Malvern,AR,72104-0816,1,1,2,5,5,0,0,0,0,NA,NA,0.287,0.713,0.258258258258,0.4712,0.4761,NA,0.331,NA,0.3333,10370
02087000,Ozarka College,Melbourne,AR,72556-0010,1,1,2,5,5,0,0,0,0,NA,NA,0.2769,0.7231,0.159857904085,0.6416,0.6499,NA,0.4195,NA,0.4007,11310
00109400,University of the Ozarks,Clarksville,AR,72830,3,3,3,5,5,0,0,0,0,0.6008,0.60083449235048,0.4798,0.5202,0.41717791411,0.5026,0.4368,0.4509,NA,0.3736,NA,35272
00524500,University of Arkansas Community College-Morrilton,Morrilton,AR,72110,1,1,2,5,5,0,0,0,0,1,1,0.3818,0.6182,0.253588516746,0.3404,0.3119,NA,0.3594,NA,0.3287,12423
00110300,Philander Smith University,Little Rock,AR,72202-3799,3,3,3,5,5,1,0,0,0,NA,NA,0.4151,0.5849,0.274131274131,0.4246,0.3979,0.2962,NA,0.2829,NA,25951
00110400,Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,1,1,2,5,5,0,0,0,0,NA,NA,0.2987,0.7013,0.094786729858,0.4099,0.3804,NA,0.4232,NA,0.4007,11244
00570700,Southeast Arkansas College,Pine Bluff,AR,71603,1,1,2,5,5,0,1,0,0,NA,NA,0.2649,0.7351,0.10393258427,0.3125,0.3235,NA,0.213,NA,0.1659,11877
02075300,University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,1,1,2,5,5,0,0,0,0,NA,NA,0.3325,0.6675,0.164243815353,0.263,0.2423,NA,0.2261,NA,0.1905,18763
00573200,University of Arkansas Hope-Texarkana,Hope,AR,71801,1,1,2,5,5,0,0,0,0,NA,NA,0.2585,0.7415,0.136674259681,0.386,0.3972,NA,0.4241,NA,0.4255,13564
02111100,University of Arkansas Community College Rich Mountain,Mena,AR,71953,1,1,2,5,5,0,0,0,0,NA,NA,0.3764,0.6236,0.19028340081,0.3783,0.3239,NA,0.5724,NA,0.6045,10771
00110500,Shorter College,N Little Rock,AR,72114,2,2,2,5,5,1,0,0,0,NA,NA,0.3925,0.6075,PS,0.1727,0.1985,NA,0.1123,NA,0.1351,19724
00110600,Williams Baptist University,Walnut Ridge,AR,72476,3,3,4,5,5,0,0,0,0,0.5931,0.59305993690851,0.4694,0.5306,0.347593582888,0.4187,0.4087,0.3787,NA,0.3443,NA,30718
02074600,South Arkansas College,El Dorado,AR,71731-7010,1,1,2,5,5,0,0,0,0,NA,NA,0.262,0.738,0.25,0.3937,0.3822,NA,0.2743,NA,0.2371,10774
00110700,Southern Arkansas University Main Campus,Magnolia,AR,71753,3,3,4,5,5,0,0,0,0,0.6361,0.63614540466392,0.4395,0.5605,0.367681498829,0.4496,0.3856,0.4239,NA,0.3631,NA,24242
00773800,Southern Arkansas University Tech,Camden,AR,71701-1906,1,1,2,5,5,0,0,0,0,NA,NA,0.4524,0.5476,0.280285035629,0.4607,0.499,NA,0.5575,NA,0.5106,15344
00111000,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,3,3,4,5,5,0,0,0,0,NA,NA,0.3847,0.6153,0.322422258592,0.3896,0.3534,0.3755,NA,0.3252,NA,17947
00753100,Academy of Art University,San Francisco,CA,94105,3,3,4,6,8,0,0,0,0,NA,NA,0.4276,0.5724,0.210762331839,0.2912,0.1598,0.4097,NA,0.2455,NA,44484
00672000,College of Alameda,Alameda,CA,94501,1,2,2,6,8,0,0,0,0,NA,NA,0.4287,0.5713,0.063783783784,0.1968,0.3344,NA,0.3224,NA,0.368,20277
00111100,Allan Hancock College,Santa Maria,CA,93454-6399,2,2,2,6,8,0,0,0,0,NA,NA,0.4671,0.5329,0.092718998862,0.2435,0.3371,NA,0.2824,NA,0.3136,10744
00746501,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,2,2,2,6,8,0,0,0,0,0.9011,0.84230769230769,0.4227,0.5773,0.708609271523,0.6524,0.6311,NA,0.6085,NA,0.6,52705
00123200,American River College,Sacramento,CA,95841-4286,1,2,2,6,8,0,0,0,0,NA,NA,0.5338,0.4662,0.076575763049,0.2732,0.2693,NA,0.2821,NA,0.2616,12586
00111300,Antelope Valley Community College District,Lancaster,CA,93536-5426,2,2,3,6,8,0,0,0,0,NA,NA,0.4336,0.5664,0.122058443238,0.3217,0.3276,0.2967,NA,0.2656,NA,9507
00111600,Art Center College of Design,Pasadena,CA,91103,3,3,4,6,8,0,0,0,0,0.7097,0.70972762645914,0.4198,0.5802,0.674626865672,0.734,0.703,0.7565,NA,0.828,NA,70276
00111700,Azusa Pacific University,Azusa,CA,91702-7000,3,3,4,6,8,0,0,0,0,0.87,0.86998254799301,0.3185,0.6815,0.551797040169,0.7174,0.7841,0.6652,NA,0.6122,NA,54157
00111800,Bakersfield College,Bakersfield,CA,93305-1299,2,2,3,6,8,0,0,0,0,NA,NA,0.4413,0.5587,0.034548487015,0.2606,0.2798,0.2144,NA,0.1982,NA,13920
00111900,Barstow Community College,Barstow,CA,92311,2,2,2,6,8,0,0,0,0,NA,NA,0.3309,0.6691,0.036585365854,0.192,0.2514,NA,0.2961,NA,0.3093,17693
03266300,Bethesda University,Anaheim,CA,92801,3,3,4,6,8,0,0,0,0,NA,NA,0.779,0.221,0.428571428571,0.2059,0.3071,0.1097,NA,0.0652,NA,23846
00112200,Biola University,La Mirada,CA,90639-0001,3,3,4,6,8,0,0,0,0,0.5663,0.56628787878787,0.3912,0.6088,0.687950566426,0.6974,0.6414,0.7102,NA,0.6341,NA,57785
00716400,Bryan University,Tempe,AZ,85281,2,1,3,4,6,0,0,0,0,NA,NA,0.2066,0.7934,0.245199409158,0.2374,0.2334,0.3148,NA,0.3116,NA,23399
00807300,Butte College,Oroville,CA,95965-8399,2,2,2,6,8,0,0,0,0,NA,NA,0.4431,0.5569,0.045244690674,0.3593,0.3494,NA,0.3482,NA,0.3067,14811
00112400,Cabrillo College,Aptos,CA,95003,2,2,2,6,8,0,0,0,0,NA,NA,0.4466,0.5534,0.133959466139,0.3014,0.4241,NA,0.3382,NA,0.3296,22496
00112500,California Baptist University,Riverside,CA,92504-3297,3,3,4,6,8,0,0,0,0,0.7992,0.79918996603083,0.367,0.633,0.556908094948,0.6164,0.5733,0.6005,NA,0.5461,NA,49531
00112700,California College of the Arts,San Francisco,CA,94107-2247,3,3,4,6,8,0,0,0,0,0.7569,0.75694676933377,0.3748,0.6252,0.582191780822,0.7179,0.6763,0.6889,NA,0.5746,NA,74618
